Title,Genre,Release Date,Release Year,Description,Duration,Critic Rating,Audience Rating,Consensus Text,URL,Type,netflix,max-us,fandango,vudu,disney-plus-us,paramount-plus-us,peacock,apple-tv-us,apple-tv-plus-us,hulu,amazon-prime-video-us
Alien,Sci-Fi/,"Released May 25, 1979,",1979,Alien: 45th Anniversary Re-Release Trailer 1,"1h 57m,",47%,46%,"Critics Consensus
        
A modern classic, Alien blends science fiction, horror and bleak poetry into a seamless whole.
Read Critics Reviews",https://www.rottentomatoes.com/m/alien,Movie,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
MaXXXine,Horror/,"Released Jul 5,",N/A,"What to Watch: Despicable Me 4, MaXXXIne, Special July 4th Pick, & More","1h 41m,",70%,78%,"Critics Consensus
        
Intoxicating with its maxxximal style, MaXXXine is an uneven but vibrant pastiche that drives a stiletto through Hollywood's heart.
Read Critics Reviews",https://www.rottentomatoes.com/m/maxxxine,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
The Equalizer 3,Action/,"Released Sep 1, 2023,",2023,The Equalizer 3: Robert McCall is a Badass in Equalizer 3,"1h 49m,",52%,61%,"Critics Consensus
        
Another entertaining outing from Antoine Fuqua and Denzel Washington, The Equalizer 3 mostly makes up for its formulaic story with generous helpings of cathartic action.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_equalizer_3,Movie,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
Train to Busan,Horror/,"Released Jul 22, 2016,",2016,5 Highest-Rated Korean Horror Films,"1h 58m,",44%,73%,"Critics Consensus
        
Train to Busan delivers a thrillingly unique -- and purely entertaining -- take on the zombie genre, with fully realized characters and plenty of social commentary to underscore the bursts of skillfully staged action.
Read Critics Reviews",https://www.rottentomatoes.com/m/train_to_busan,Movie,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes
Shang-Chi and the Legend of the Ten Rings,Action/,"Released Sep 3, 2021,",2021,Shang-Chi and the Legend of the Ten Rings: Featurette - Ready to Rise,"2h 13m,",63%,76%,"Critics Consensus
        
Shang-Chi and the Legend of the Ten Rings isn't entirely free of Marvel's familiar formula, but this exciting origin story expands the MCU in more ways than one.
Read Critics Reviews",https://www.rottentomatoes.com/m/shang_chi_and_the_legend_of_the_ten_rings,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
Annihilation,Sci-Fi/,"Released Feb 23, 2018,",2018,Annihilation: Behind the Scenes - Influence,"1h 55m,",82%,42%,"Critics Consensus
        
Annihilation backs up its sci-fi visual wonders and visceral genre thrills with an impressively ambitious -- and surprisingly strange -- exploration of challenging themes that should leave audiences pondering long after the end credits roll.
Read Critics Reviews",https://www.rottentomatoes.com/m/annihilation,Movie,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes
Beef,Comedy,"2023 - Present,",2023,Beef: Season 1 Sneak Peek - The Inciting Incident,N/A,98%,83%,N/A,https://www.rottentomatoes.com/tv/beef,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
The Little Drummer Girl,Drama/,"2018 - Present,",2018,The Little Drummer Girl: Season 1 Featurette - Wrapping Up of The Little Drummer Girl,N/A,95%,100%,N/A,https://www.rottentomatoes.com/tv/the_little_drummer_girl,TV Show,No,No,No,No,No,No,No,Yes,No,No,Yes
Astrid,Crime/,"2019 - Present,",2019,"Inspector Raphaëlle Coste begins to work with Astrid Nielsen, who has Asperger's syndrome and an incredible memory, on complex investigations.",N/A,,98%,N/A,https://www.rottentomatoes.com/tv/bright_minds,TV Show,No,No,No,No,No,No,No,No,No,No,No
Deadloch,Crime/,"2023 - Present,",2023,A man turns up dead during the Tasmanian Winter Festival.,N/A,100%,80%,N/A,https://www.rottentomatoes.com/tv/deadloch,TV Show,No,No,No,No,No,No,No,No,No,No,Yes
Rome,History/,"2005 - 2007,",2005,"Two Roman soldiers are caught up in the historical events of an era that included the death of a republic and the birth of an empire. They encounter war, political intrigue, assassinations, family tragedies and more, all while surrounded by historical figures such as Gaius Julius Caesar, Mark Antony, Gaius Octavian and Cleopatra.",N/A,83%,87%,N/A,https://www.rottentomatoes.com/tv/rome,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Trump: An American Dream,Documentary/,"2017 - Present,",2017,"This documentary tells the story of modern America through the life of one man -- President Donald Trump. The four-episode series shows how he has embodied many of the movements that have shaped American society since the 1960s, including capitalism, political disenfranchisement, reality TV and social media. The show traces Trump's rise in the 1970s, when he built Trump Tower, through his expansion into casinos in the 1980s, financial problems in the early 1990s, and turning his attention to politics in the 2010s, including his decision to run for the White House.",N/A,83%,85%,N/A,https://www.rottentomatoes.com/tv/trump_an_american_dream,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Palm Royale,Comedy/,"2024 - Present,",2024,Palm Royale: Season 1 Featurette - An Inside Look,N/A,57%,80%,N/A,https://www.rottentomatoes.com/tv/palm_royale,TV Show,No,No,No,No,No,No,No,No,Yes,No,No
Babes,Comedy,"Released May 24,",N/A,Babes: Red Band Trailer,"1h 44m,",50%,37%,"Critics Consensus
        
Offering an uproariously unvarnished look at motherhood and female friendships, Babes finds Pamela Adlon making an assured feature-length directorial debut with a big assist from stars Ilana Glazer and Michelle Buteau.
Read Critics Reviews",https://www.rottentomatoes.com/m/babes,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
(500) Days of Summer,Comedy/,"Released Aug 7, 2009,",2009,(500) Days of Summer: Trailer 1,"1h 35m,",22%,55%,"Critics Consensus
        
A clever, offbeat romantic comedy, 500 Days of Summer is refreshingly honest and utterly charming.
Read Critics Reviews",https://www.rottentomatoes.com/m/500_days_of_summer,Movie,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
House,Drama/,"2004 - 2012,",2004,"At fictional Princeton Plainsboro Teaching Hospital in New Jersey, prickly genius Dr. Gregory House tackles health mysteries as would a medical Sherlock Holmes, all the while playing mind games with colleagues that include his best friend, oncologist James Wilson. House, an acerbic infectious disease specialist, solves medical puzzles with the help of a team of young diagnosticians. Flawless instincts and unconventional thinking help earn House great respect, despite his brutal honesty and antisocial tendencies.",N/A,85%,67%,N/A,https://www.rottentomatoes.com/tv/house,TV Show,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
American Conspiracy: The Octopus Murders,Documentary/,"2024 - Present,",2024,American Conspiracy: The Octopus Murders: Documentary Series Trailer,N/A,83%,83%,N/A,https://www.rottentomatoes.com/tv/american_conspiracy_the_octopus_murders,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Thanksgiving,Holiday/,"Released Nov 17, 2023,",2023,Thanksgiving: Featurette - The Legend of John Carver,"1h 47m,",76%,91%,"Critics Consensus
        
Combining belly-busting humor with delightfully over-the-top gore, Thanksgiving is a feast for grindhouse fans.
Read Critics Reviews",https://www.rottentomatoes.com/m/thanksgiving_2023,Movie,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Gran Turismo: Based on a True Story,Action/,"Released Aug 25, 2023,",2023,Movieclips: Sony's Best Movies of 2023,"2h 15m,",84%,92%,"Critics Consensus
        
Gran Turismo's brisk action and feel-good underdog drama are undermined by its loose telling of the fact-based story, but this is still a generally solid racing movie.
Read Critics Reviews",https://www.rottentomatoes.com/m/gran_turismo_based_on_a_true_story,Movie,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
Barbie,Comedy,"Released Jul 21, 2023,",2023,America Ferrera Breaks Down the Moment She Was Nominated for an Oscar,"1h 54m,",46%,84%,"Critics Consensus
        
Barbie is a visually dazzling comedy whose meta humor is smartly complemented by subversive storytelling.
Read Critics Reviews",https://www.rottentomatoes.com/m/barbie,Movie,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
Ted,Comedy,"2024 - Present,",2024,Ted: Season 1 Trailer,N/A,73%,61%,N/A,https://www.rottentomatoes.com/tv/ted,TV Show,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes
Once Upon a Time... In Hollywood,Comedy/,"Released Jul 26, 2019,",2019,Best Movies About Movies,"2h 39m,",24%,28%,"Critics Consensus
        
Thrillingly unrestrained yet solidly crafted, Once Upon a Time in Hollywood tempers Tarantino's provocative impulses with the clarity of a mature filmmaker's vision.
Read Critics Reviews",https://www.rottentomatoes.com/m/once_upon_a_time_in_hollywood,Movie,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
Hazbin Hotel,Comedy/,"2024 - Present,",2024,Hazbin Hotel: Season 1 Trailer,N/A,80%,81%,N/A,https://www.rottentomatoes.com/tv/hazbin_hotel,TV Show,No,No,No,No,No,No,No,No,No,No,Yes
The Ministry of Ungentlemanly Warfare,Action/,"Released Apr 19,",N/A,The Ministry of Ungentlemanly Warfare: Exclusive - My Favorite Scene,"2h 0m,",59%,93%,"Critics Consensus
        
Cranking up a true story of derring-do into a high-octane action flick that's heavy on spectacle if not suspense, The Ministry of Ungentlemanly Warfare is another solid entry into Guy Ritchie's pantheon.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_ministry_of_ungentlemanly_warfare,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
The Gift,Mystery & Thriller,"Released Aug 7, 2015,",2015,The Gift: Trailer 2,"1h 48m,",12%,34%,"Critics Consensus
        
The Gift is wickedly smart and playfully subversive, challenging the audience's expectations while leaving them leaning on the edges of their seats.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_gift_2015,Movie,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes
Idiocracy,Comedy/,"Released Sep 1, 2006,",2006,"In 2005, average in every way private Joe Bowers (Luke Wilson) is selected to take part in a secret military experiment to put him in hibernation for a year along with a woman named Rita (Maya Rudolph). The slumbering duo is forgotten when the base they are stored on is closed down and are left in stasis until 2505. When they finally wake up, they discover the average intelligence of humans has decreased so much that Joe is now the smartest man in the world.","1h 24m,",16%,39%,"Critics Consensus
        
Frustratingly uneven yet enjoyable overall, Idiocracy skewers society's devolution with an amiably goofy yet deceptively barbed wit.
Read Critics Reviews",https://www.rottentomatoes.com/m/idiocracy,Movie,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
Guardians of the Galaxy,Sci-Fi/,"Released Aug 1, 2014,",2014,MCU Phase Two Interview: Marvel Studios President Kevin Feige Describes the MCU’s Evolution,"2h 1m,",85%,87%,"Critics Consensus
        
Guardians of the Galaxy is just as irreverent as fans of the frequently zany Marvel comic would expect -- as well as funny, thrilling, full of heart, and packed with visual splendor.
Read Critics Reviews",https://www.rottentomatoes.com/m/guardians_of_the_galaxy,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
Colin from Accounts,Comedy,"2023 - Present,",2023,Colin from Accounts: Season 1 Trailer,N/A,100%,55%,N/A,https://www.rottentomatoes.com/tv/colin_from_accounts,TV Show,No,No,No,Yes,No,Yes,No,No,No,No,Yes
The Shawshank Redemption,Drama,"Released Sep 1, 1994,",1994,Most Inspiring Movies,"2h 22m,",13%,24%,"Critics Consensus
        
Steeped in old-fashioned storytelling and given evergreen humanity by Morgan Freeman and Tim Robbins, The Shawshank Redemption chronicles the hardship of incarceration patiently enough to come by its uplift honestly.
Read Critics Reviews",https://www.rottentomatoes.com/m/shawshank_redemption,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Knox Goes Away,Mystery & Thriller,"Released Mar 15,",N/A,Knox Goes Away: Trailer 1,"1h 54m,",55%,40%,"Critics Consensus
        
Michael Keaton directs Michael Keaton in Knox Goes Away, and gets a terrific performance out of himself -- albeit one that's left stranded by an underwhelming screenplay.
Read Critics Reviews",https://www.rottentomatoes.com/m/knox_goes_away,Movie,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Season 1 – A Good Girl's Guide to Murder,Mystery & Thriller/,"2024,",2024,A Good Girl's Guide to Murder: Season 1 Trailer,N/A,87%,50%,"Critics Consensus
        
A frothy series that carries off the classic murder mystery with a light touch, A Good Girl's Guide to Murder's checks all the boxes for a sweetly satisfying binge.
Read Critics Reviews",https://www.rottentomatoes.com/tv/a_good_girls_guide_to_murder/s01,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Siren,Drama/,"2018 - 2020,",2018,Siren: Season 2 Trailer - Love Has A Dark Side,N/A,95%,80%,N/A,https://www.rottentomatoes.com/tv/siren,TV Show,No,No,No,No,No,No,No,Yes,No,Yes,Yes
The Conjuring,Horror/,"Released Jul 19, 2013,",2013,"In 1970, paranormal investigators and demonologists Lorraine (Vera Farmiga) and Ed (Patrick Wilson) Warren are summoned to the home of Carolyn (Lili Taylor) and Roger (Ron Livingston) Perron. The Perrons and their five daughters have recently moved into a secluded farmhouse, where a supernatural presence has made itself known. Though the manifestations are relatively benign at first, events soon escalate in horrifying fashion, especially after the Warrens discover the house's macabre history.","1h 51m,",80%,81%,"Critics Consensus
        
Well-crafted and gleefully creepy, The Conjuring ratchets up dread through a series of effective old-school scares.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_conjuring,Movie,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Dark Waters,Drama/,"Released Dec 6, 2019,",2019,Dark Waters: Trailer 1,"2h 6m,",37%,66%,"Critics Consensus
        
Dark Waters powerfully relays a real-life tale of infuriating malfeasance, honoring the victims and laying blame squarely at the feet of the perpetrators.
Read Critics Reviews",https://www.rottentomatoes.com/m/dark_waters_2019,Movie,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
The Suicide Squad,Action/,"Released Aug 6, 2021,",2021,Rotten Tomatoes Is Wrong About... The Suicide Squad,"2h 12m,",50%,64%,"Critics Consensus
        
Enlivened by writer-director James Gunn's singularly skewed vision, The Suicide Squad marks a funny, fast-paced rebound that plays to the source material's violent, anarchic strengths.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_suicide_squad,Movie,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Time Masters,Sci-Fi/,"Now Playing,",N/A,A young boy is the lone survivor of a giant hornet attack on the desert planet Perdide.,"1h 18m,",,81%,N/A,https://www.rottentomatoes.com/m/time-masters-les-maitres-du-temps,Movie,No,No,Yes,No,No,No,No,No,No,No,Yes
Kneecap,Comedy/,"Now Playing,",N/A,Kneecap: Trailer 1,"1h 42m,",84%,80%,"Critics Consensus
        
A rebellious anthem for cultural preservation, Kneecap is as shaggy, rambunctious, and lovable as the eponymous hip hop group at its center.
Read Critics Reviews",https://www.rottentomatoes.com/m/kneecap,Movie,No,No,No,No,No,No,No,No,No,No,No
Back to Black,Biography/,"Released May 17,",N/A,Back to Black: Exclusive Featurette - Stories from Set,"2h 2m,",31%,86%,"Critics Consensus
        
Back to Black's sympathetic approach to its subject's story is an overdue antidote to the tabloid treatment she often received in life, even if the end results are disappointingly pedestrian.
Read Critics Reviews",https://www.rottentomatoes.com/m/back_to_black,Movie,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes
Escape from Germany,History/,"Released Apr 11,",N/A,Escape from Germany: Official Trailer,"1h 37m,",,93%,N/A,https://www.rottentomatoes.com/m/escape_from_germany,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,No
The Giver,Drama/,"Released Aug 15, 2014,",2014,"Jonas (Brenton Thwaites) lives in a seemingly idyllic world of conformity and contentment. When he begins to spend time with The Giver (Jeff Bridges), an old man who is the sole keeper of the community's memories, Jonas discovers the dangerous truths of his community's secret past. Armed with the power of knowledge, Jonas realizes that he must escape from their world to protect himself and those he loves -- a challenge no one has ever completed successfully.","1h 37m,",60%,73%,"Critics Consensus
        
Phillip Noyce directs The Giver with visual grace, but the movie doesn't dig deep enough into the classic source material's thought-provoking ideas.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_giver,Movie,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
X-Men: The Last Stand,Action/,"Released May 26, 2006,",2006,X-Men Movies Ranked,"1h 45m,",82%,83%,"Critics Consensus
        
X-Men: The Last Stand provides plenty of mutant action for fans of the franchise, even if it does so at the expense of its predecessors' deeper character moments.
Read Critics Reviews",https://www.rottentomatoes.com/m/x_men_3_the_last_stand,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
Fauda,Crime/,"2016 - Present,",2016,"After retiring from the Israel Defense Force, Doron is working on a vineyard. He gets roped back into active duty, though, upon learning that an enemy who Doron thought his unit had killed is still alive and plans on attending his brother's wedding. Doron rejoins the IDF team with the intention of going under cover at the wedding, but the plan goes awry when the team's cover is blown. That sets into motion a chaotic chain of events and leads IDF into a manhunt to locate and kill the squad's target.",N/A,100%,72%,N/A,https://www.rottentomatoes.com/tv/fauda,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Son of a Critch,Comedy,"2022 - Present,",2022,"Based on an award-winning memoir from Mark Critch, ""Son of a Critch"" is the hilarious and very real story of a young Mark coming of age in the 1980s. Developed from Critch's 2018 memoir, which was in turn based on his real life experiences growing up in Newfoundland, Canada, the series is a heartfelt window in the life of a child who is much older inside than his 11 years. He uses comedy and self-deprecation to win friends and connect with the small collection of people in his limited junior high world.",N/A,100%,91%,N/A,https://www.rottentomatoes.com/tv/son_of_a_critch,TV Show,No,No,No,Yes,No,No,No,Yes,No,No,Yes
The Spoils of Babylon,Comedy,"2014 - Present,",2014,The dramatic lives of a family that has made a fortune in the oil business.,N/A,81%,90%,N/A,https://www.rottentomatoes.com/tv/spoils-of-babylon,TV Show,No,No,No,No,No,No,No,Yes,No,No,Yes
Blade,Horror/,"Released Aug 21, 1998,",1998,Rotten Tomatoes is Wrong About... Blade,"2h 0m,",57%,68%,"Critics Consensus
        
Though some may find the plot a bit lacking, Blade's action is fierce, plentiful, and appropriately stylish for a comic book adaptation.
Read Critics Reviews",https://www.rottentomatoes.com/m/1083484-blade,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
My Wife's Ex,Comedy,"Now Playing,",N/A,"Taha, a dangerous ex-convict, is set free from prison halfway through his sentence, under the watchful eye of his psychiatrist, Dr. Youssef. Upon his release, Taha discovers that his wife had left him upon his conviction and married another man.","1h 55m,",,,N/A,https://www.rottentomatoes.com/m/my_wifes_ex,Movie,No,No,No,No,No,No,No,No,No,No,No
The 100,Drama/,"2014 - 2020,",2014,The 100: Season 7 Episode 13 Trailer,N/A,76%,69%,N/A,https://www.rottentomatoes.com/tv/the_100,TV Show,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
White Collar,Crime/,"2009 - 2014,",2009,"The third time turns out to be the charm for criminal Neal Caffrey. He has been eluding FBI agent Peter Burke for years, a run that finally comes to an end with his capture. But after the resourceful prisoner escapes from a maximum-security facility, then is nabbed once again by Burke, Caffrey suggests a different end-game: In return for freedom, he'll help the Feds catch long-sought criminals. Though skeptical, Burke soon realizes that Caffrey's instincts and insight are a rare commodity. Caffrey's trusted friend and co-conspirator with ties to the criminal underworld, Mozzie, also becomes a useful source for Burke and the FBI.",N/A,96%,95%,N/A,https://www.rottentomatoes.com/tv/white_collar,TV Show,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes
